,Genureid,Genres
8327,98327,"['Biography', 'Nonfiction', 'Politics', 'History', 'Memoir', 'Autobiography', 'Presidents']"
8328,98328,"['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Teen', 'Childrens']"
8329,98329,"['Science Fiction', 'Post Apocalyptic', 'Dystopia', 'Fiction', 'Apocalyptic', 'War', 'Horror']"
8330,98330,"['Nonfiction', 'Memoir', 'Biography', 'Biography Memoir', 'Inspirational', 'Audiobook', 'Autobiography']"
8331,98331,"['Nonfiction', 'Environment', 'History', 'Science', 'Politics']"
8332,98332,"['Historical Fiction', 'Christian Fiction', 'Romance', 'Historical', 'Christian', 'Fiction', 'Historical Romance']"
8333,98333,"['Historical Fiction', 'Fiction', 'Historical', 'World War II', 'War', 'Audiobook', 'Adult']"
8334,98334,"['Humor', 'Fiction', 'Comedy', 'Ireland', 'Irish Literature', 'Novels', '20th Century']"
8335,98335,"['Fiction', 'Mystery', 'Thriller', 'Audiobook', 'Crime', 'Legal Thriller', 'Suspense']"
8336,98336,"['Mystery', 'Thriller', 'Fiction', 'Historical Fiction', 'Mystery Thriller', 'Horror', 'Paranormal']"
8337,98337,"['Fiction', 'Erotica', 'Sexuality', 'Contemporary']"
8338,98338,"['Childrens', 'Fiction', 'Fantasy', 'Horror', 'Mystery', 'Middle Grade', 'Animals']"
8339,98339,"['Mystery', 'Romance', 'Crime', 'Romantic Suspense', 'Fiction', 'Futuristic', 'Suspense']"
8340,98340,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Middle Grade', 'Adventure', 'Magic']"
8341,98341,"['Fiction', 'Classics', 'War', 'Novels', 'American', 'Psychology', 'Literature']"
8342,98342,"['Graphic Novels', 'Comics', 'Memoir', 'Nonfiction', 'Art', 'Graphic Novels Comics', 'Humor']"
8343,98343,"['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Suspense', 'Adventure', 'Crime']"
8344,98344,"['Fantasy', 'Fiction', 'High Fantasy', 'Science Fiction', 'Dark Fantasy', 'Science Fiction Fantasy', 'Horror']"
8345,98345,"['Young Adult', 'Contemporary', 'Fiction', 'Mental Health', 'Audiobook', 'Drama', 'Young Adult Contemporary']"
8346,98346,"['Childrens', 'Picture Books', 'Fiction', 'Media Tie In', 'Fantasy', 'Fairy Tales', 'Classics']"
8347,98347,"['Comics', 'Graphic Novels', 'Fiction', 'Crime', 'Graphic Novels Comics', 'Comic Book', 'Noir']"
8348,98348,"['Science Fiction', 'Fiction', 'Fantasy', 'Speculative Fiction', 'Science Fiction Fantasy', 'Queer', 'LGBT']"
8349,98349,"['Fiction', 'Classics', 'Magical Realism', 'Historical Fiction', 'Romance', 'Literature', 'Latin American']"
8350,98350,"['Islam', 'Religion']"
8351,98351,"['Nonfiction', 'History', 'Essays', 'Humor', 'Memoir', 'Politics', 'Audiobook']"
8352,98352,"['History', 'Nonfiction', 'Childrens', 'Picture Books', 'American History', 'Historical', 'School']"
8353,98353,"['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Comedy', 'Science Fiction Fantasy', 'Classics']"
8354,98354,"['Fantasy', 'Childrens', 'Classics', 'Fiction', 'Adventure', 'Middle Grade', 'Magic']"
8355,98355,"['Young Adult', 'Horror', 'Paranormal', 'Fantasy', 'Ghosts', 'Romance', 'Supernatural']"
8356,98356,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Greek Mythology']"
8357,98357,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Psychological Thriller']"
8358,98358,"['Plays', 'Classics', 'Drama', 'France', 'Theatre', 'Fiction', 'School']"
8359,98359,"['History', 'Nonfiction', 'Science', 'Philosophy', 'World History', 'History Of Science', 'Historical']"
8360,98360,"['Marriage', 'Relationships', 'Psychology', 'Nonfiction', 'Self Help']"
8361,98361,"['Nonfiction', 'Biography', 'Politics', 'History', 'Philosophy', 'Essays', 'Literary Criticism']"
8362,98362,"['Fantasy', 'Fiction', 'Polish Literature', 'High Fantasy', 'Adventure', 'Audiobook', 'Epic Fantasy']"
8363,98363,"['Philosophy', 'Classics', 'Nonfiction', 'Science', 'History', 'Greece', 'Reference']"
8364,98364,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Paranormal Romance']"
8365,98365,"['Fiction', 'Historical Fiction', 'Asia', 'China', 'Asian Literature', 'Novels', 'Contemporary']"
8366,98366,"['Fantasy', 'Chick Lit', 'Romance', 'Paranormal', 'Urban Fantasy', 'Magic', 'Fiction']"
8367,98367,"['Science Fiction', 'Fiction', 'Audiobook', 'Adventure', 'Space', 'Adult', 'Thriller']"
8368,98368,"['History', 'Biography', 'Nonfiction', 'Russia', 'Germany', 'World War I', 'Historical']"
8369,98369,"['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Romance', 'Crime', 'Audiobook']"
8370,98370,"['Fiction', 'Historical Fiction', 'Christian', 'Novels', 'Religion', 'Literature', 'Christian Fiction']"
8371,98371,"['Science Fiction', 'Fiction', 'Evolution', 'Historical Fiction', 'Science Fiction Fantasy', 'Novels', 'Dinosaurs']"
8372,98372,"['History', 'Nonfiction', 'War', 'World War II', 'Military History', 'Military Fiction', 'Historical']"
8373,98373,"['Fiction', 'LGBT', 'Queer', 'Gay', 'Novels', 'British Literature', 'Gay Fiction']"
8374,98374,"['Childrens', 'Picture Books', 'Comic Book', 'History', 'Princesses', 'Media Tie In']"
8375,98375,"['Science', 'Evolution', 'Nonfiction', 'Biology', 'Religion', 'Christian', 'History']"
8376,98376,"['Fiction', 'Canada', 'Literary Fiction', 'Contemporary', 'Novels', 'Canadian Literature', 'Literature']"
8377,98377,"['Poetry', 'Portuguese Literature', 'Portugal']"
8378,98378,"['Christian', 'Fiction', 'Christian Fiction', 'Classics', 'Historical Fiction', 'Christian Living', 'Christianity']"
8379,98379,"['Fiction', 'Classics', 'Literature', 'American', 'Historical Fiction', 'Novels', 'Politics']"
8380,98380,"['Science', 'Mathematics', 'Nonfiction', 'Physics', 'Philosophy', 'Literature', 'Humor']"
8381,98381,"['Nonfiction', 'History', 'Adventure', 'Science', 'Biography', 'Maritime', 'Historical']"
8382,98382,"['Fiction', 'Thriller', 'Espionage', 'Mystery', 'Suspense', 'Mystery Thriller', 'Action']"
8383,98383,"['Economics', 'Nonfiction', 'Politics', 'History', 'Business', 'Finance', 'International Development']"
8384,98384,"['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Adult', 'LGBT', 'Romance']"
8385,98385,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Greek Mythology']"
8386,98386,[]
8387,98387,"['Fiction', 'Thriller', 'Mystery', 'Historical Fiction', 'Adventure', 'Mystery Thriller', 'Suspense']"
8388,98388,"['Fantasy', 'Middle Grade', 'Fiction', 'Childrens', 'Adventure', 'Young Adult', 'Dragons']"
8389,98389,"['Childrens', 'Fiction', 'Adventure', 'Mystery', 'Classics', 'Young Adult', 'Middle Grade']"
8390,98390,"['Historical Fiction', 'Fiction', 'Historical', 'Tudor Period', 'British Literature', '16th Century', 'Adult']"
8391,98391,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Supernatural', 'Paranormal Romance']"
8392,98392,"['Fantasy', 'Art', 'Fiction', 'Humor', 'Childrens', 'Fairies', 'Picture Books']"
8393,98393,"['Historical Fiction', 'Historical', 'Fiction', 'Fantasy', 'British Literature', 'Ancient History', 'Historical Fantasy']"
8394,98394,"['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'British Literature', 'Historical Fantasy', 'Novels']"
8395,98395,"['Religion', 'Nonfiction', 'History', 'Spirituality', 'Christianity', 'Philosophy', 'Theology']"
8396,98396,"['Classics', 'Finnish Literature', 'Fiction', 'Historical Fiction', 'School', '19th Century', 'Novels']"
8397,98397,"['Nonfiction', 'Essays', 'Classics', 'Short Stories']"
8398,98398,"['Fiction', 'Chick Lit', 'Romance', 'Contemporary', 'Audiobook', 'War', 'Adult']"
8399,98399,[]
8400,98400,"['Nonfiction', 'Biography', 'Memoir', 'Medical', 'Autobiography', 'Medicine', 'Christian']"
8401,98401,"['Fiction', 'Historical Fiction', 'Southern', 'Historical', 'Coming Of Age', 'Literary Fiction', 'Novels']"
8402,98402,"['Irish Literature', 'Fiction', 'Ireland', 'Banned Books', 'Literary Fiction', '20th Century', 'Literature']"
8403,98403,"['Fiction', 'Science Fiction', 'Novels', 'British Literature', '21st Century', 'Dystopia', 'Thriller']"
8404,98404,"['Fantasy', 'Young Adult', 'Middle Grade', 'Magic', 'Fiction', 'Adventure', 'Mythology']"
8405,98405,"['Young Adult', 'Romance', 'Contemporary', 'Christmas', 'Fiction', 'Short Stories', 'Holiday']"
8406,98406,"['Nonfiction', 'Psychology', 'Self Help', 'Mental Health', 'Health', 'Science', 'Audiobook']"
8407,98407,"['Nonfiction', 'Self Help', 'Psychology', 'Business', 'Personal Development', 'Science', 'Productivity']"
8408,98408,"['Nonfiction', 'Memoir', 'Audiobook', 'Biography', 'Food', 'Biography Memoir', 'Adult']"
8409,98409,"['Nonfiction', 'Self Help', 'Relationships', 'Chick Lit', 'Humor', 'Psychology', 'Adult']"
8410,98410,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adult']"
8411,98411,"['History', 'Nonfiction', 'Germany', 'Jewish', 'Judaism', 'Religion', 'European History']"
8412,98412,"['Romance', 'Contemporary Romance', 'Contemporary', 'Romantic Suspense', 'Suspense', 'Adult', 'Erotica']"
8413,98413,"['Romance', 'Contemporary Romance', 'Contemporary', 'Humor', 'Romantic Suspense', 'Chick Lit', 'Suspense']"
8414,98414,"['Science Fiction', 'Fiction', 'Hugo Awards', 'Science Fiction Fantasy', 'Space', 'Speculative Fiction', 'Novels']"
8415,98415,"['Music', 'Biography', 'Nonfiction', 'Memoir', 'Autobiography', 'Audiobook', 'Biography Memoir']"
8416,98416,"['Paranormal Romance', 'Paranormal', 'Romance', 'Vampires', 'Shapeshifters', 'Fantasy', 'Urban Fantasy']"
8417,98417,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Young Adult', 'Adventure']"
8418,98418,"['Fiction', 'Novels', 'Czech Literature', 'Literature', 'Philosophy', 'Contemporary', 'France']"
8419,98419,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Paranormal Romance', 'Magic', 'Elves']"
8420,98420,"['Islam', 'Religion']"
8421,98421,"['History', 'Nonfiction', 'War', 'Military Fiction', 'World War II', 'Biography', 'Military History']"
8422,98422,"['Fiction', 'Philosophy', 'Young Adult', 'Fantasy', 'Novels', 'Scandinavian Literature', 'Literature']"
8423,98423,"['Fantasy', 'Pirates', 'Heroic Fantasy', 'Dark Fantasy']"
8424,98424,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Greek Mythology']"
8425,98425,[]
8426,98426,"['Mystery', 'Young Adult', 'Thriller', 'Mystery Thriller', 'Fiction', 'Contemporary', 'Audiobook']"
8427,98427,"['Horror', 'Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Fantasy', 'Mystery']"
8428,98428,"['Politics', 'Nonfiction', 'History', 'Biography', 'American History', 'Presidents', 'Biography Memoir']"
8429,98429,"['India', 'Nonfiction', 'Travel', 'History', 'Indian Literature', 'Asia', 'Cities']"
8430,98430,"['History', 'Biography', 'Nonfiction', 'Presidents', 'American History', 'Politics', 'Us Presidents']"
8431,98431,"['Fiction', 'Mystery', 'Thriller', 'Suspense', 'Crime', 'Mystery Thriller', 'Audiobook']"
8432,98432,"['Nonfiction', 'Science', 'Skepticism', 'Psychology', 'Philosophy', 'Paranormal', 'History']"
8433,98433,"['Nonfiction', 'Biography', 'Autobiography', 'Memoir', 'Biography Memoir', 'Mystery', 'History']"
8434,98434,"['Fiction', 'Classics', 'Historical Fiction', 'School', 'Novels', 'Literature', 'Literary Fiction']"
8435,98435,"['Fiction', 'Mystery', 'Thriller', 'Contemporary', 'Mystery Thriller', 'Audiobook', 'Adult']"
8436,98436,"['Humor', 'Middle Grade', 'Realistic Fiction', 'Fiction', 'Childrens', 'Audiobook', 'Juvenile']"
8437,98437,"['Science', 'Nonfiction', 'Physics', 'Mathematics', 'Philosophy', 'Popular Science', 'Audiobook']"
8438,98438,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Steampunk', 'Historical Fiction', 'Fiction']"
8439,98439,"['Science Fiction', 'Fiction', 'Cyberpunk', 'Mystery', 'Thriller', 'Noir', 'Audiobook']"
8440,98440,"['Fiction', 'Historical Fiction', 'Mystery', 'Historical', 'Romance', 'Book Club', 'Adult']"
8441,98441,"['Psychology', 'Nonfiction', 'Spirituality', 'Religion', 'Philosophy']"
8442,98442,"['Westerns', 'Fiction', 'Historical Fiction', 'Adventure', 'Historical', 'Action', 'Novels']"
8443,98443,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Supernatural', 'Fiction']"
8444,98444,"['Historical Fiction', 'Historical', 'Fiction', 'Fantasy', 'Historical Fantasy', 'British Literature', 'Ancient History']"
8445,98445,"['Classics', 'Australia', 'Fiction', 'Historical Fiction', 'Historical', '19th Century', 'Novels']"
8446,98446,"['Poetry', 'Classics', 'Literature', 'Fiction', 'Romanticism', '19th Century', 'British Literature']"
8447,98447,"['Classics', 'Fiction', '20th Century', 'Literature', 'Novels', 'British Literature', 'Feminism']"
8448,98448,"['Romance', 'Paranormal', 'Paranormal Romance', 'Mystery', 'Contemporary', 'Romantic Suspense', 'Fiction']"
8449,98449,"['Philosophy', 'Christian', 'Theology', 'History', 'Nonfiction', 'Christianity', 'Cultural']"
8450,98450,"['Biography', 'Christian', 'Nonfiction', 'History', 'Autobiography', 'Christianity', 'Politics']"
8451,98451,"['Business', 'Nonfiction', 'Reference', 'Self Help', 'Unfinished', 'Economics', 'Textbooks']"
8452,98452,"['Fantasy', 'Young Adult', 'Romance', 'Retellings', 'Young Adult Fantasy', 'Fiction', 'Magic']"
8453,98453,"['Fiction', 'Classics', 'Greece', 'Historical Fiction', 'Literature', 'Novels', 'War']"
8454,98454,"['Historical Fiction', 'Romance', 'Young Adult', 'Historical', 'Fiction', 'Mythology', 'Fantasy']"
8455,98455,"['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Dystopia', 'Epic Fantasy', 'Science Fiction', 'Post Apocalyptic']"
8456,98456,"['Prayer', 'Nonfiction', 'Christian', 'Christianity', 'Faith', 'Religion', 'Christian Living']"
8457,98457,"['Poetry', 'Classics', 'Literature', 'Fiction', 'Romanticism', 'British Literature', 'English Literature']"
8458,98458,"['Romance', 'Contemporary Romance', 'Contemporary', 'Humor', 'Romantic Suspense', 'Chick Lit', 'Adult']"
8459,98459,"['Romance', 'Contemporary Romance', 'Contemporary', 'Humor', 'Romantic Suspense', 'Chick Lit', 'Suspense']"
8460,98460,"['Nonfiction', 'Memoir', 'Biography', 'Politics', 'History', 'Autobiography', 'Race']"
8461,98461,"['Vampires', 'Paranormal', 'Young Adult', 'Fantasy', 'Romance', 'Supernatural', 'Urban Fantasy']"
8462,98462,"['Fiction', 'Polish Literature', 'Poland', 'Classics', 'Novels', 'Literature', '20th Century']"
8463,98463,"['Fiction', 'Classics', 'Literature', 'Novels', 'British Literature', '20th Century', 'Humor']"
8464,98464,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Adult', 'Romance']"
8465,98465,"['Fiction', 'Classics', 'Childrens', 'Short Stories', 'Animals', 'Fantasy', 'Literature']"
8466,98466,"['Short Stories', 'Fiction', 'Literature', 'Classics', 'American', 'Literary Fiction', 'Contemporary']"
8467,98467,"['Fiction', 'Romance', 'Chick Lit', 'Contemporary', 'Adult', 'Audiobook', 'Adult Fiction']"
8468,98468,"['Graphic Novels', 'Memoir', 'Comics', 'Nonfiction', 'Queer', 'LGBT', 'Biography']"
8469,98469,"['Science Fiction', 'Fiction', 'Time Travel', 'Fantasy', 'Audiobook', 'Historical Fiction', 'Alternate History']"
8470,98470,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Werewolves', 'Paranormal Romance', 'Shapeshifters']"
8471,98471,"['Young Adult', 'Fiction', 'Classics', 'Chick Lit', 'Romance', 'Coming Of Age', '20th Century']"
8472,98472,"['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Crime', 'Historical Mystery', 'Tudor Period']"
8473,98473,"['Thriller', 'Mystery', 'Horror', 'Fiction', 'Mystery Thriller', 'Adult', 'Audiobook']"
8474,98474,"['Parenting', 'Nonfiction', 'Self Help', 'Family', 'Psychology', 'Childrens', 'Education']"
8475,98475,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'British Literature', 'Historical Romance', 'Novels']"
8476,98476,"['Horror', 'Paranormal']"
8477,98477,"['Fiction', 'Historical Fiction', 'Novels', 'Turkish Literature', 'Contemporary', 'Turkish', 'Literary Fiction']"
8478,98478,"['Paranormal Romance', 'Vampires', 'Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy', 'Supernatural']"
8479,98479,"['Horror', 'Fiction', 'Lovecraftian', 'Fantasy', 'Short Stories', 'Anthologies', 'Cthulhu Mythos']"
8480,98480,"['Fiction', 'Classics', 'Short Stories', 'Literature', 'American', 'Novels', 'Literary Fiction']"
8481,98481,"['Art', 'Nonfiction', 'Art History', 'Essays', 'History', 'Sociology', 'Business']"
8482,98482,"['Historical Fiction', 'Young Adult', 'Historical', 'Middle Grade', 'Fiction', 'Childrens', 'Diary']"
8483,98483,"['Science Fiction', 'Fiction', 'Classics', 'Aliens', 'Speculative Fiction']"
8484,98484,"['Fiction', 'Short Stories', 'Classics', 'Literature', 'German Literature', 'Philosophy', '20th Century']"
8485,98485,"['Fantasy', 'Young Adult', 'Middle Grade', 'Childrens', 'Fiction', 'Magic', 'Adventure']"
8486,98486,"['Fiction', 'Classics', 'The United States Of America', 'American', 'Short Stories', 'Literature', 'Americana']"
8487,98487,"['Religion', 'Philosophy', 'Islam', 'Nonfiction', 'Politics', 'History', 'Sociology']"
8488,98488,"['History', 'Nonfiction', 'Politics', 'Russia', 'Russian History', 'Russian Revolution', 'Philosophy']"
8489,98489,"['Philosophy', 'Theology', 'Religion', 'Nonfiction', 'Psychology', 'Spirituality', 'Christianity']"
8490,98490,"['Fantasy', 'Young Adult', 'Romance', 'Fairy Tales', 'Middle Grade', 'Fiction', 'Childrens']"
8491,98491,"['Nonfiction', 'Animals', 'Science', 'Philosophy', 'Biology', 'Nature', 'Activism']"
8492,98492,"['Fiction', 'Humor', 'Religion', 'Classics', 'Philosophy', 'Literature', 'Short Stories']"
8493,98493,"['Plays', 'Historical Fiction', 'Drama', 'Classics', 'Fiction', 'Theatre', 'Historical']"
8494,98494,"['Spirituality', 'Nonfiction', 'Philosophy', 'Poetry', 'Religion', 'Ireland', 'Theology']"
8495,98495,"['Fiction', 'Classics', 'Italian Literature', 'Italy', 'Historical Fiction', 'Novels', 'War']"
8496,98496,"['Fantasy', 'Young Adult', 'Dystopia', 'Science Fiction', 'Steampunk', 'Fiction', 'Adventure']"
8497,98497,['Islam']
8498,98498,"['Fiction', 'Thriller', 'Mystery', 'Africa', 'Espionage', 'Crime', 'Mystery Thriller']"
8499,98499,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Chick Lit', 'Adult', 'Fiction']"
8500,98500,"['Poetry', 'Essays', 'Feminism', 'Nonfiction', 'LGBT', 'Philosophy', 'Queer']"
8501,98501,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Young Adult', 'Audiobook', 'Adventure']"
8502,98502,"['Fiction', 'Humor', 'Contemporary', 'Historical Fiction', 'Audiobook', 'Adventure', 'Comedy']"
8503,98503,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Sweden', 'Scandinavian Literature', 'Detective']"
8504,98504,"['Picture Books', 'Childrens', 'Fiction', 'Fantasy', 'Graphic Novels', 'Comics', 'Humor']"
8505,98505,"['Biography', 'Nonfiction', 'Holocaust', 'Memoir', 'History', 'Autobiography', 'Jewish']"
8506,98506,"['Historical Fiction', 'Fiction', 'African American', 'Drama', 'African American Literature', 'Race', 'Book Club']"
8507,98507,"['Philosophy', 'Nonfiction', 'Politics', 'Classics', 'France', 'Sociology', 'School']"
8508,98508,"['Science Fiction', 'Cyberpunk', 'Fiction', 'Science Fiction Fantasy', 'Dystopia', 'Speculative Fiction', 'Novels']"
8509,98509,"['Historical Fiction', 'Fiction', 'Historical', 'British Literature', 'Romance', 'Historical Romance']"
8510,98510,"['Nonfiction', 'Animals', 'Biography', 'Memoir', 'Classics', 'Autobiography', 'Humor']"
8511,98511,"['Philosophy', 'Classics', 'Nonfiction', 'Poetry', 'History', 'Ancient', 'Ancient History']"
8512,98512,"['Spirituality', 'Nonfiction', 'Religion', 'Christian', 'Christianity', 'Faith', 'Self Help']"
